File,System / File Purpose,Format,Table/Schema,Column #,Column,Type,Length,Rows/Records,Example Values,Plain English Meaning,Server Link / Use Hint,Confidence,Notes
MobInfo.shn,monster definitions,SHN,,6,WalkSpeed,DWORD,4,2878,30 | 30 | 40,Character/combat/stat value used by this monster definitions table.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfo.shn,monster definitions,SHN,,7,RunSpeed,DWORD,4,2878,104 | 105 | 105,Character/combat/stat value used by this monster definitions table.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfo.shn,monster definitions,SHN,,8,IsNPC,BYTE,1,2878,0 | 0 | 0,NPC reference or NPC-related value used by this monster definitions table.,Use as a lookup/link field when wiring monster definitions into server tables/services. Links to NPC tables or NPC script/action data.,High,
MobInfo.shn,monster definitions,SHN,,9,Size,DWORD,4,2878,1000 | 1000 | 1000,Size value for monster definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfo.shn,monster definitions,SHN,,10,WeaponType,DWORD_11,4,2878,8 | 7 | 7,Category/type selector for this monster definitions row. The server uses it to choose which behavior branch applies.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfo.shn,monster definitions,SHN,,11,ArmorType,DWORD_11,4,2878,9 | 7 | 9,Category/type selector for this monster definitions row. The server uses it to choose which behavior branch applies.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfo.shn,monster definitions,SHN,,12,GradeType,DWORD_11,4,2878,0 | 0 | 0,Category/type selector for this monster definitions row. The server uses it to choose which behavior branch applies.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfo.shn,monster definitions,SHN,,13,Type,DWORD_11,4,2878,4 | 1 | 2,Category/type selector for this monster definitions row. The server uses it to choose which behavior branch applies.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,High,
MobInfo.shn,monster definitions,SHN,,14,IsPlayerSide,BYTE,1,2878,0 | 0 | 0,On/off flag or behavior switch for this monster definitions table.,Use as a lookup/link field when wiring monster definitions into server tables/services.,Medium,
MobInfo.shn,monster definitions,SHN,,15,AbsoluteSize,DWORD,4,2878,200 | 200 | 200,Absolute Size value for monster definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster definitions; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,1,ID,DWORD,4,2878,0 | 1 | 2,Unique numeric row ID for this server-side monster stats and behavior table. The server uses it to look up or link this row.,Use as a lookup/link field when wiring server-side monster stats and behavior into server tables/services. Numeric identifier used as a foreign key or lookup key.,High,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,2,InxName,STRING,32,2878,Slime | MushRoom | Imp,Internal string name/key for this server-side monster stats and behavior row. Usually the safest human-readable key for linking scripts/server logic.,"Use as a lookup/link field when wiring server-side monster stats and behavior into server tables/services. String key used by other SHN rows, scripts, or server code.",High,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,3,Visible,BYTE,1,2878,1 | 1 | 1,Visible value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,4,AC,WORD,2,2878,3 | 4 | 6,AC value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,5,TB,WORD,2,2878,2 | 2 | 5,TB value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,6,MR,WORD,2,2878,2 | 1 | 2,MR value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,7,MB,WORD,2,2878,0 | 0 | 0,MB value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,8,EnemyDetectType,DWORD_11,4,2878,0 | 0 | 0,Category/type selector for this server-side monster stats and behavior row. The server uses it to choose which behavior branch applies.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,9,MobKillInx,DWORD_11,4,2878,0 | 0 | 0,Monster/mob reference or monster-related value used by this server-side monster stats and behavior table.,Use as a lookup/link field when wiring server-side monster stats and behavior into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,10,MonEXP,DWORD,4,2878,2 | 5 | 9,Mon experience value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,11,EXPRange,WORD,2,2878,1000 | 1000 | 1000,EXPRange value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,12,DetectCha,WORD,2,2878,264 | 264 | 264,Detect Cha value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,13,ResetInterval,BYTE,1,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,14,CutInterval,WORD,2,2878,500 | 500 | 500,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,15,CutNonAT,DWORD,4,2878,20000 | 20000 | 20000,Cut Non AT value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,16,FollowCha,DWORD,4,2878,1500 | 1500 | 1500,Follow Cha value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,17,PceHPRcvDly,WORD,2,2878,3000 | 3000 | 3000,Coordinate/position value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,18,PceHPRcv,WORD,2,2878,3 | 4 | 7,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,19,AtkHPRcvDly,WORD,2,2878,0 | 0 | 0,Coordinate/position value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,20,AtkHPRcv,WORD,2,2878,0 | 0 | 0,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,21,Str,WORD,2,2878,1 | 4 | 9,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,22,Dex,WORD,2,2878,2 | 4 | 7,Coordinate/position value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,23,Con,WORD,2,2878,2 | 3 | 5,Con value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,24,Int,WORD,2,2878,1 | 1 | 2,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,25,Men,WORD,2,2878,2 | 3 | 3,Men value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,26,MobRaceType,DWORD_11,4,2878,0 | 0 | 0,Category/type selector for this server-side monster stats and behavior row. The server uses it to choose which behavior branch applies.,Use as a lookup/link field when wiring server-side monster stats and behavior into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,27,Rank,BYTE,1,2878,0 | 0 | 0,Rank value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,28,FamilyArea,DWORD,4,2878,0 | 0 | 0,Family Area value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,29,FamilyRescArea,DWORD,4,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,30,FamilyRescCount,BYTE,1,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.",Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,31,BloodingResi,WORD,2,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,32,StunResi,WORD,2,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,33,MoveSpeedResi,WORD,2,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,34,FearResi,WORD,2,2878,0 | 0 | 0,"Client resource reference used by this server-side monster stats and behavior table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,35,ResIndex,STRING,32,2878,NormalElemental | NormalMagiclife | NormalSpirit,Coordinate/position value used by this server-side monster stats and behavior table.,"Client-facing resource pointer for server-side monster stats and behavior; server may only need to pass/validate it, not calculate with it.",Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,36,KQKillPoint,WORD,2,2878,0 | 0 | 0,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,37,Return2Regen,BYTE,1,2878,1 | 1 | 1,Return 2 respawn value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,38,IsRoaming,BYTE,1,2878,0 | 0 | 0,On/off flag or behavior switch for this server-side monster stats and behavior table.,Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,39,RoamingNumber,BYTE,1,2878,0 | 0 | 0,Roaming Number value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,40,RoamingDistance,WORD,2,2878,0 | 0 | 0,Roaming Distance value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,41,RoamingRestTime,WORD,2,2878,0 | 0 | 0,"Time, duration, delay, cooldown, or reset value used by this server-side monster stats and behavior table.",Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,High,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,42,MaxSP,WORD,2,2878,100 | 100 | 100,Character/combat/stat value used by this server-side monster stats and behavior table.,Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,43,BroadAtDead,BYTE,1,2878,0 | 0 | 0,Broad At Dead value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,44,TurnSpeed,WORD,2,2878,100 | 100 | 100,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,45,WalkChase,WORD,2,2878,0 | 0 | 0,Walk Chase value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,46,AllCanLoot,BYTE,1,2878,0 | 0 | 0,All Can Loot value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,47,DmgByHealMin,WORD,2,2878,0 | 0 | 0,Dmg By Heal minimum value for server-side monster stats and behavior. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,48,DmgByHealMax,WORD,2,2878,0 | 0 | 0,Coordinate/position value used by this server-side monster stats and behavior table.,Use as a tunable gameplay/config value for server-side monster stats and behavior; preserve type and verify scale during runtime tests.,Medium,
MobInfoServer.shn,server-side monster stats and behavior,SHN,,49,RegenInterval,WORD,2,2878,25 | 25 | 25,Character/combat/stat value used by this server-side monster stats and behavior table.,Use when implementing/loading server-side monster stats and behavior; exact server branch depends on the file's system.,Medium,
MobKillAble.shn,monster kill rules/logging/requirements,SHN,,1,MobKillInx,DWORD_11,4,3,0 | 1 | 2,Monster/mob reference or monster-related value used by this monster kill rules/logging/requirements table.,Use as a lookup/link field when wiring monster kill rules/logging/requirements into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobKillAble.shn,monster kill rules/logging/requirements,SHN,,2,Cheat,BYTE,1,3,1 | 0 | 0,Cheat value for monster kill rules/logging/requirements. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster kill rules/logging/requirements; exact server branch depends on the file's system.,Medium,
MobKillAble.shn,monster kill rules/logging/requirements,SHN,,3,Mob,BYTE,1,3,1 | 0 | 1,Monster/mob reference or monster-related value used by this monster kill rules/logging/requirements table.,Use as a lookup/link field when wiring monster kill rules/logging/requirements into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobKillAble.shn,monster kill rules/logging/requirements,SHN,,4,User,BYTE,1,3,1 | 0 | 0,User value for monster kill rules/logging/requirements. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster kill rules/logging/requirements; exact server branch depends on the file's system.,Medium,
MobKillAnnounce.shn,monster kill rules/logging/requirements,SHN,,1,MobID,DWORD,4,7,7000 | 8140 | 9069,Monster/mob reference or monster-related value used by this monster kill rules/logging/requirements table.,Use as a lookup/link field when wiring monster kill rules/logging/requirements into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies. Numeric identifier used as a foreign key or lookup key.,High,
MobKillAnnounce.shn,monster kill rules/logging/requirements,SHN,,2,TextIndex,DWORD_11,4,7,0 | 1 | 3,Coordinate/position value used by this monster kill rules/logging/requirements table.,Use when implementing/loading monster kill rules/logging/requirements; exact server branch depends on the file's system.,Medium,
MobKillLog.shn,monster kill rules/logging/requirements,SHN,,1,MobID,DWORD,4,33,7000 | 8048 | 8049,Monster/mob reference or monster-related value used by this monster kill rules/logging/requirements table.,Use as a lookup/link field when wiring monster kill rules/logging/requirements into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies. Numeric identifier used as a foreign key or lookup key.,High,
MobLifeTime.shn,monster lifetime/despawn timing,SHN,,1,MobIndex,STRING,32,47,GTI_AngryWolf | GTI_WereBear | GTI_KingSpider,Monster/mob reference or monster-related value used by this monster lifetime/despawn timing table.,Use as a lookup/link field when wiring monster lifetime/despawn timing into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobLifeTime.shn,monster lifetime/despawn timing,SHN,,2,LifeTime,WORD,2,47,120 | 120 | 120,"Time, duration, delay, cooldown, or reset value used by this monster lifetime/despawn timing table.",Use as a tunable gameplay/config value for monster lifetime/despawn timing; preserve type and verify scale during runtime tests.,High,
MobNoFadeIn.shn,monster No Fade In data/configuration,SHN,,1,MobInx,STRING,32,52,BallSnow | BallCrush | SlowShot_arrow,Monster/mob reference or monster-related value used by this monster No Fade In data/configuration table.,Use as a lookup/link field when wiring monster No Fade In data/configuration into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobRegenAni.shn,monster respawn animation data/configuration,SHN,,1,MobIDX,STRING,32,11,S_FreloanLeg | E_XSnowman | E_XSnowmanBig,Monster/mob reference or monster-related value used by this monster respawn animation data/configuration table.,Use as a lookup/link field when wiring monster respawn animation data/configuration into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobRegenAni.shn,monster respawn animation data/configuration,SHN,,2,RegenTime,WORD,2,11,3333 | 1333 | 1333,"Time, duration, delay, cooldown, or reset value used by this monster respawn animation data/configuration table.",Use as a tunable gameplay/config value for monster respawn animation data/configuration; preserve type and verify scale during runtime tests.,High,
MobRegenAni.shn,monster respawn animation data/configuration,SHN,,3,GroupAbStateIDX,STRING,32,11,- | - | -,Coordinate/position value used by this monster respawn animation data/configuration table.,Use as a lookup/link field when wiring monster respawn animation data/configuration into server tables/services. Links to AbState buff/debuff definitions. Often groups multiple rows together under one table-specific group key.,High,
MobRegenAni.shn,monster respawn animation data/configuration,SHN,,4,IsAggro,BYTE,1,11,1 | 0 | 0,On/off flag or behavior switch for this monster respawn animation data/configuration table.,Use when implementing/loading monster respawn animation data/configuration; exact server branch depends on the file's system.,Medium,
MobResist.shn,monster Resist data/configuration,SHN,,1,InxName,STRING,32,37,NormalUndead | NormalHuman | NormalBeast,Internal string name/key for this monster Resist data/configuration row. Usually the safest human-readable key for linking scripts/server logic.,"Use as a lookup/link field when wiring monster Resist data/configuration into server tables/services. String key used by other SHN rows, scripts, or server code.",High,
MobResist.shn,monster Resist data/configuration,SHN,,2,ResDot,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,3,ResStun,WORD,2,37,0 | 0 | 200,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,4,ResMoveSpeed,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,5,ResFear,WORD,2,37,200 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,6,ResBinding,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,7,ResReverse,WORD,2,37,0 | 200 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,8,ResMesmerize,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,9,ResSeverBone,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,10,ResKnockBack,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for monster Resist data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MobResist.shn,monster Resist data/configuration,SHN,,11,ResTBMinus,WORD,2,37,0 | 0 | 0,"Client resource reference used by this monster Resist data/configuration table, such as model, texture, animation, sound, or UI resource.",Use as a tunable gameplay/config value for monster Resist data/configuration; preserve type and verify scale during runtime tests.,Medium,
MobSpecies.shn,monster species/family definitions,SHN,,1,ID,WORD,2,2878,0 | 1 | 2,Unique numeric row ID for this monster species/family definitions table. The server uses it to look up or link this row.,Use as a lookup/link field when wiring monster species/family definitions into server tables/services. Numeric identifier used as a foreign key or lookup key.,High,
MobSpecies.shn,monster species/family definitions,SHN,,2,MobName,STRING_18,33,2878,Slime | MushRoom | Imp,"Name/label used by this monster species/family definitions table. It may be display text, a resource key, or an internal label depending on the file.",Use as a lookup/link field when wiring monster species/family definitions into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,
MobSpecies.shn,monster species/family definitions,SHN,,3,UnkCol2,STRING_18,33,2878,_Slime | _MushRoom | _Imp,Text/key/resource string used by this monster species/family definitions table.,Use when implementing/loading monster species/family definitions; exact server branch depends on the file's system.,Medium,
MobSpecies.shn,monster species/family definitions,SHN,,4,UnkCol3,STRING_18,33,2878,- | - | -,Text/key/resource string used by this monster species/family definitions table.,Use when implementing/loading monster species/family definitions; exact server branch depends on the file's system.,Medium,
MobSpecies.shn,monster species/family definitions,SHN,,5,UnkCol4,STRING_18,33,2878,- | - | -,Text/key/resource string used by this monster species/family definitions table.,Use when implementing/loading monster species/family definitions; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,1,ID,DWORD,4,5815,0 | 1 | 2,Unique numeric row ID for this monster Weapon data/configuration table. The server uses it to look up or link this row.,Use as a lookup/link field when wiring monster Weapon data/configuration into server tables/services. Numeric identifier used as a foreign key or lookup key.,High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,2,InxName,STRING,33,5815,Slime | MushRoom | Imp,Internal string name/key for this monster Weapon data/configuration row. Usually the safest human-readable key for linking scripts/server logic.,"Use as a lookup/link field when wiring monster Weapon data/configuration into server tables/services. String key used by other SHN rows, scripts, or server code.",High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,3,Skill,STRING,32,5815,- | - | -,"Skill reference, skill requirement, or skill behavior value used by this monster Weapon data/configuration table.",Use as a lookup/link field when wiring monster Weapon data/configuration into server tables/services. Links to skill tables such as ActiveSkill / PassiveSkill / Skill data.,High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,4,AtkSpd,WORD,2,5815,1000 | 1000 | 1000,Character/combat/stat value used by this monster Weapon data/configuration table.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,5,BlastRate,WORD,2,5815,1000 | 1000 | 1000,"Chance/rate/multiplier used by this monster Weapon data/configuration table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,6,AtkDly,WORD,2,5815,1300 | 840 | 1300,Coordinate/position value used by this monster Weapon data/configuration table.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,7,SwingTime,WORD,2,5815,1000 | 1000 | 1000,"Time, duration, delay, cooldown, or reset value used by this monster Weapon data/configuration table.",Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,8,HitTime,WORD,2,5815,633 | 333 | 666,"Time, duration, delay, cooldown, or reset value used by this monster Weapon data/configuration table.",Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,9,AtkType,DWORD_11,4,5815,0 | 0 | 0,Category/type selector for this monster Weapon data/configuration row. The server uses it to choose which behavior branch applies.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,10,MinWC,DWORD,4,5815,2 | 5 | 14,minimum WC value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,11,MaxWC,DWORD,4,5815,3 | 8 | 21,maximum WC value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,12,TH,WORD,2,5815,3 | 6 | 9,TH value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
